City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,aral,40.5156,81.2636,80.15,7,55,3.33,CN,1682412437
365,nova xavantina,-14.6667,-52.35,70.93,84,72,3.13,BR,1682412437
366,beloyarskiy,63.7119,66.6722,31.77,96,100,5.66,RU,1682412438
367,castelo branco,39.8222,-7.4909,68.99,42,76,1.12,PT,1682412438
368,lionel town,17.8101,-77.2406,78.69,89,19,3.69,JM,1682412439
369,jinan,36.6683,116.9972,68.27,36,39,11.1,CN,1682412440
370,sirte,31.2089,16.5887,69.78,42,0,1.14,LY,1682412432
371,tymovskoye,50.8456,142.655,35.65,78,70,4.88,RU,1682412441
372,plyeshchanitsy,54.4222,27.8331,59.63,49,71,15.37,BY,1682412442
373,abalak,58.1286,68.5944,66.45,40,20,15.14,RU,1682412442
374,tamandare,-8.7597,-35.1047,75.7,88,64,3.8,BR,1682412443
375,pierre,44.3683,-100.351,38.86,61,100,17.0,US,1682412330
376,kurayoshi,35.4333,133.8167,60.71,87,100,11.39,JP,1682412444
377,zakynthos,37.7914,20.8953,69.12,68,40,10.36,GR,1682412439
378,thinadhoo,0.5333,72.9333,84.76,72,98,10.94,MV,1682412445
379,ixtapa,20.7,-105.2,71.22,64,90,1.72,MX,1682412446
380,sakrand,26.1384,68.2736,102.15,21,40,11.5,PK,1682412446
381,wotje,9.4543,170.2367,81.84,80,97,19.28,MH,1682412447
382,egilsstadir,65.2653,-14.3948,28.31,69,100,8.05,IS,1682412301
383,rye,40.9807,-73.6837,49.93,76,20,9.22,US,1682412448
384,aras-asan,8.8908,126.3033,83.41,70,58,6.93,PH,1682412449
385,mount pearl,47.5166,-52.7813,33.96,96,100,16.11,CA,1682412449
386,novyy urgal,51.0736,132.5642,36.99,87,100,9.46,RU,1682412450
387,meadow lake,34.8014,-106.5436,54.12,57,78,2.3,US,1682412451
388,as sulayyil,20.4607,45.5779,89.85,23,26,9.78,SA,1682412155
389,keflavik,64.0049,-22.5624,36.03,60,75,13.8,IS,1682412452
390,mach,29.8637,67.3298,83.66,16,100,7.31,PK,1682412453
391,conception bay south,47.4999,-52.9981,34.56,95,100,13.47,CA,1682412454
392,rongelap,11.1635,166.8941,79.48,83,100,15.73,MH,1682412454
393,talcahuano,-36.7167,-73.1167,53.28,94,100,0.0,CL,1682412316
394,nova sintra,14.8667,-24.7167,68.36,75,0,17.27,CV,1682412455
395,dolinsk,47.35,142.8,43.14,42,2,7.99,RU,1682412456
396,trincomalee,8.5711,81.2335,85.05,71,100,12.03,LK,1682412457
397,dongning,44.0622,131.1207,49.57,74,100,10.11,CN,1682412457
398,sabang,5.8933,95.3214,85.03,75,97,15.37,ID,1682412458
399,el granada,37.5027,-122.4694,51.94,87,100,8.05,US,1682412459
400,orebro,59.2741,15.2066,41.77,100,100,9.22,SE,1682412266
401,torghay,49.6339,63.4981,70.86,26,100,6.96,KZ,1682412460
402,aykhal,66.0,111.5,24.8,93,100,15.19,RU,1682412460
403,altay,47.8667,88.1167,52.29,60,84,12.24,CN,1682412461
404,khenchela,35.4358,7.1433,69.91,34,50,4.03,DZ,1682412462
405,pea ridge,38.414,-82.3199,32.22,92,11,2.8,US,1682412462
406,luau,-10.7073,22.2247,77.45,61,100,5.39,AO,1682412463
407,el abiodh sidi cheikh,32.893,0.5484,73.8,33,0,3.67,DZ,1682412463
408,onega,63.9061,38.1404,39.36,73,50,5.44,RU,1682412464
409,mitu,1.1983,-70.1733,69.67,99,100,1.59,CO,1682412465
410,labytnangi,66.6572,66.4183,31.23,82,100,7.54,RU,1682412465
411,vorgashor,67.5833,63.95,24.1,87,64,7.25,RU,1682412196
412,san antonio de pale,-1.4014,5.6325,83.39,72,100,7.85,GQ,1682412466
413,ribeira brava,32.65,-17.0667,68.72,64,71,3.53,PT,1682412467
414,kristinehamn,59.3098,14.1081,39.76,92,98,8.9,SE,1682412468
415,mount isa,-20.7333,139.5,82.17,39,75,5.75,AU,1682412468
416,acapulco de juarez,16.8634,-99.8901,76.82,83,0,0.0,MX,1682412469
417,codrington,-38.2667,141.9667,65.5,61,100,4.99,AU,1682412470
418,cole harbour,44.6724,-63.4751,40.48,89,43,6.91,CA,1682412229
419,battagram,34.6772,73.0233,79.16,30,12,7.27,PK,1682412471
420,windsor locks,41.9293,-72.6273,42.1,94,20,0.0,US,1682412472
421,magong,23.5654,119.5863,71.06,84,91,14.41,TW,1682412473
422,porbandar,21.6422,69.6093,90.01,45,100,10.6,IN,1682412473
423,mili,6.0815,171.735,82.65,80,100,15.21,MH,1682412474
424,jagna,9.6531,124.3697,84.49,73,31,7.9,PH,1682412474
425,trujillo,-8.116,-79.03,75.16,83,100,4.61,PE,1682412475
426,cinisi,38.1562,13.1073,70.86,49,0,11.5,IT,1682412476
427,ribadesella,43.4614,-5.0596,64.94,79,100,1.66,ES,1682412476
428,mongar,27.2747,91.2396,65.86,56,55,5.55,BT,1682412477
429,buala,-8.145,159.5921,81.01,81,98,4.65,SB,1682412478
430,kovalam,8.3667,76.9967,89.69,66,75,6.91,IN,1682412478
431,palmer,42.1584,-72.3287,39.85,85,0,3.44,US,1682412287
432,malanje,-9.5402,16.341,75.51,73,93,6.93,AO,1682412330
433,akureyri,65.6835,-18.0878,28.33,64,75,6.91,IS,1682412480
434,palamos,41.8484,3.1291,64.11,58,100,7.63,ES,1682412481
435,wau,7.7029,27.9953,100.42,28,28,4.25,SS,1682412481
436,jiayuguan,39.8167,98.3,70.14,9,8,7.58,CN,1682412482
437,aja,30.9415,31.2915,81.95,22,0,7.16,EG,1682412482
438,burela de cabo,43.65,-7.4,63.18,72,100,7.81,ES,1682412483
439,kapa'a,22.0752,-159.319,71.92,87,100,10.36,US,1682412484
440,ak'ordat,15.5486,37.8867,99.14,19,37,0.69,ER,1682412484
441,mwene-ditu,-7.0,23.45,68.79,93,100,4.94,CD,1682412485
442,mogadishu,2.0371,45.3438,87.67,74,20,10.36,SO,1682412460
443,kharkhorin,47.1975,102.8238,54.09,21,99,10.67,MN,1682412487
444,sarkand,45.41,79.9186,58.21,52,88,7.92,KZ,1682412487
445,k'asp'i,41.9252,44.4257,63.1,55,27,11.21,GE,1682412488
446,palikir - national government center,6.9248,158.1611,79.54,83,100,2.3,FM,1682412489
447,omuta,33.0333,130.45,59.32,100,75,5.75,JP,1682412489
448,saudarkrokur,65.7461,-19.6394,30.15,53,29,3.69,IS,1682412490
449,la ligua,-32.4524,-71.2311,54.45,93,9,2.19,CL,1682412490
450,karungdong,5.8844,121.263,84.4,70,93,0.81,PH,1682412491
451,port augusta,-32.5,137.7667,74.35,37,100,10.09,AU,1682412492
452,sejny,54.108,23.347,61.88,54,2,10.71,PL,1682412492
453,igrim,63.1906,64.4162,36.97,100,100,4.45,RU,1682412493
454,fort bragg,35.139,-79.006,46.45,94,0,5.75,US,1682412278
455,dudhi,24.2167,83.25,99.84,13,62,7.72,IN,1682412494
456,humaita,-7.5061,-63.0208,73.17,99,100,1.03,BR,1682412495
457,nabire,-3.3667,135.4833,80.38,84,69,1.79,ID,1682412495
458,tsaratanana,-16.7833,47.65,89.08,46,0,4.18,MG,1682412496
459,tecax,20.2,-89.2833,71.26,84,37,2.8,MX,1682412497
460,karratha,-20.7377,116.8463,84.13,46,53,14.07,AU,1682412407
461,yichang,30.7144,111.2847,70.86,52,10,8.63,CN,1682412257
462,mata-utu,-13.2816,-176.1745,83.07,74,100,6.6,WF,1682412340
463,goroka,-6.0834,145.3873,63.93,98,97,1.3,PG,1682412499
464,bokhan,53.153,103.7714,57.52,28,77,3.87,RU,1682412500
465,yilan,24.757,121.753,75.02,92,100,3.62,TW,1682412500
466,luang namtha,20.9497,101.4011,98.62,34,40,2.3,LA,1682412501
467,bhamo,24.2667,97.2333,103.17,17,60,4.7,MM,1682412502
468,malvan,16.0667,73.4667,85.48,62,1,11.14,IN,1682412502
469,makubetsu,45.3714,141.8211,49.71,57,40,17.27,JP,1682412503
470,tarko-sale,64.9225,77.785,30.56,83,99,17.27,RU,1682412503
471,twon-brass,4.3151,6.2418,84.09,74,100,2.19,NG,1682412504
472,scarborough,54.2797,-0.4044,44.78,73,47,4.0,GB,1682412397
473,ha'il,27.5219,41.6907,77.02,53,0,6.91,SA,1682412506
474,mahdia,35.5047,11.0622,71.55,46,42,6.62,TN,1682412507
475,mek'ele,13.4967,39.4753,77.92,31,36,12.21,ET,1682412507
476,sol'tsy,58.1239,30.3238,64.96,40,7,11.16,RU,1682412508
477,pachino,36.7186,15.0907,65.95,63,100,18.41,IT,1682412509
478,balqash,46.8481,74.995,66.79,19,0,13.42,KZ,1682412509
479,illizi,26.4833,8.4667,82.26,21,95,14.32,DZ,1682412510
480,awash,8.9833,40.1667,90.43,33,95,7.65,ET,1682412511
481,santa marta,11.2408,-74.199,79.9,73,17,5.01,CO,1682412512
482,paray-le-monial,46.4546,4.1158,51.75,71,75,11.5,FR,1682412512
483,uvinza,-5.1036,30.3911,78.82,69,100,0.74,TZ,1682412513
484,chos malal,-37.3781,-70.2709,51.76,48,97,6.4,AR,1682412514
485,sitka,57.0531,-135.33,37.29,81,100,13.8,US,1682412514
486,vernon,50.2581,-119.2691,46.76,65,70,1.14,CA,1682412271
487,starodub,52.5844,32.7633,61.09,53,19,7.96,RU,1682412515
488,san jose de guanipa,8.8872,-64.1651,75.58,82,100,9.15,VE,1682412516
489,inhambane,-23.865,35.3833,84.18,65,40,7.0,MZ,1682412517
490,crieff,56.3727,-3.8389,45.36,45,30,5.68,GB,1682412517
491,bamboo flat,11.7,92.7167,91.49,62,40,9.22,IN,1682412518
492,lienz,46.8289,12.769,49.19,71,75,3.96,AT,1682412519
493,mejit,10.2753,170.8646,81.43,81,100,20.67,MH,1682412519
494,maragogi,-9.0122,-35.2225,75.36,88,49,3.94,BR,1682412520
495,fatehgarh,27.3667,79.6333,94.19,16,12,3.62,IN,1682412521
496,honavar,14.2833,74.45,89.37,52,14,9.53,IN,1682412521
497,kapenguria,1.2511,35.0895,67.68,70,100,9.42,KE,1682412522
498,pakxan,18.3778,103.6601,91.94,41,37,9.33,LA,1682412522
499,mersing,2.4312,103.8405,91.31,70,40,8.05,MY,1682412523
500,craig,40.5153,-107.5464,35.55,93,100,4.61,US,1682412427
501,tanjung pandan,-2.75,107.65,84.09,73,71,3.4,ID,1682412525
502,guaimaca,14.5333,-86.8167,67.86,70,77,2.17,HN,1682412525
503,sebezh,56.2955,28.4654,63.1,42,6,11.43,RU,1682412526
504,bichura,50.5881,107.6022,57.54,22,99,11.48,RU,1682412526
505,ta`u,-14.2336,-169.5144,80.78,76,39,0.89,AS,1682412527
506,margate,51.3813,1.3862,47.7,68,8,10.0,GB,1682412528
507,villa rica,33.7321,-84.9191,49.68,86,40,4.85,US,1682412339
508,gap,44.6667,6.0,42.84,59,100,6.87,FR,1682412530
509,guerrero negro,27.9769,-114.0611,59.14,78,79,12.37,MX,1682412530
510,igarka,67.4667,86.5833,35.53,100,100,10.58,RU,1682412531
511,darhan,49.4867,105.9228,60.84,18,18,15.17,MN,1682412532
512,arkhangel'sk,64.5401,40.5433,35.71,69,100,4.47,RU,1682412533
513,colchani,-20.3,-66.9333,37.62,29,0,5.77,BO,1682412533
514,novo aripuana,-5.1206,-60.3797,73.15,99,100,0.65,BR,1682412534
515,zaragoza,41.6561,-0.8773,69.46,55,0,6.91,ES,1682412535
516,gaogou,34.0175,119.1886,59.07,63,82,10.25,CN,1682412535
517,pointe-noire,-4.7761,11.8635,82.09,79,98,7.18,CG,1682412256
518,opuwo,-18.0607,13.84,84.65,34,5,4.43,NA,1682412537
519,samarinda,-0.5,117.15,84.87,73,100,0.69,ID,1682412538
520,santa terezinha,-29.9002,-50.0904,66.69,90,5,12.97,BR,1682412538
521,yinzhu,35.8786,119.9753,59.65,58,99,8.57,CN,1682412539
522,onguday,50.75,86.15,42.44,53,92,16.15,RU,1682412540
523,bryne,58.7354,5.6477,43.95,71,40,27.63,NO,1682412541
524,dikhil,11.5,42.1667,91.24,40,21,11.99,DJ,1682412541
525,kargil,34.5667,76.1,38.03,48,46,3.47,IN,1682412542
526,el nido,11.1858,119.3956,85.03,67,53,5.95,PH,1682412543
527,tahe,52.3333,124.7333,37.65,39,100,8.01,CN,1682412543
528,yushu,44.8,126.5333,39.58,92,100,13.67,CN,1682412544
529,faverges,45.7475,6.293,50.31,84,98,3.65,FR,1682412545
530,abakaliki,6.3163,8.1169,88.83,49,68,3.74,NG,1682412545
531,busko-zdroj,50.4708,20.7188,47.77,87,100,10.96,PL,1682412547
532,gulf breeze,30.3571,-87.1639,62.91,64,0,9.22,US,1682412517
533,la laguna,28.4853,-16.3201,65.52,81,20,12.66,ES,1682412549
534,prado,-17.3411,-39.2208,70.95,94,60,6.98,BR,1682412549
535,magadan,59.5667,150.8,36.54,84,100,17.56,RU,1682412383
536,tutoia,-2.7619,-42.2744,75.74,90,66,6.76,BR,1682412550
537,awjilah,29.1081,21.2869,82.08,27,4,9.22,LY,1682412551
538,rypin,53.066,19.4094,51.15,68,100,11.77,PL,1682412552
539,ascencion,31.1,-107.9833,61.38,30,0,14.65,MX,1682412552
540,tandag,9.0783,126.1986,83.03,73,69,5.19,PH,1682412554
541,caleta de carquin,-11.0925,-77.6267,73.8,83,100,4.25,PE,1682412554
542,aginskoye,51.1,114.53,51.93,12,97,4.81,RU,1682412555
543,narasannapeta,18.4167,84.05,88.45,60,26,14.38,IN,1682412556
544,nuku'alofa,-21.1333,-175.2,75.54,78,75,9.22,TO,1682412557
545,ola,59.5833,151.2833,37.15,81,100,17.92,RU,1682412557
546,udomlya,57.8794,34.9925,64.42,38,22,6.35,RU,1682412343
547,teguise,29.0605,-13.564,66.42,68,40,6.91,ES,1682412559
548,lepsy,46.235,78.9456,62.73,31,5,16.22,KZ,1682412307
